dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018
2/19/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429
2/18/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429
2/17/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429
2/16/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429
2/15/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429
2/14/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429
2/13/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429
2/12/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429
2/11/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429
2/10/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429
2/9/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429
2/8/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429
2/7/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429
2/6/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429
2/5/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429
2/4/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429
2/3/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429
2/2/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429
2/1/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429
1/31/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429
1/30/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429
1/29/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429
1/28/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429
1/27/2020,27,1,2020,0,0,Algeria,DZ,DZA,42228429
1/26/2020,26,1,2020,0,0,Algeria,DZ,DZA,42228429
1/25/2020,25,1,2020,0,0,Algeria,DZ,DZA,42228429
1/24/2020,24,1,2020,0,0,Algeria,DZ,DZA,42228429
1/23/2020,23,1,2020,0,0,Algeria,DZ,DZA,42228429
1/22/2020,22,1,2020,0,0,Algeria,DZ,DZA,42228429
1/21/2020,21,1,2020,0,0,Algeria,DZ,DZA,42228429
1/20/2020,20,1,2020,0,0,Algeria,DZ,DZA,42228429
1/19/2020,19,1,2020,0,0,Algeria,DZ,DZA,42228429
1/18/2020,18,1,2020,0,0,Algeria,DZ,DZA,42228429
1/17/2020,17,1,2020,0,0,Algeria,DZ,DZA,42228429
1/16/2020,16,1,2020,0,0,Algeria,DZ,DZA,42228429
1/15/2020,15,1,2020,0,0,Algeria,DZ,DZA,42228429
1/14/2020,14,1,2020,0,0,Algeria,DZ,DZA,42228429
1/13/2020,13,1,2020,0,0,Algeria,DZ,DZA,42228429
1/12/2020,12,1,2020,0,0,Algeria,DZ,DZA,42228429
1/11/2020,11,1,2020,0,0,Algeria,DZ,DZA,42228429
1/10/2020,10,1,2020,0,0,Algeria,DZ,DZA,42228429
1/9/2020,9,1,2020,0,0,Algeria,DZ,DZA,42228429
1/8/2020,8,1,2020,0,0,Algeria,DZ,DZA,42228429
1/7/2020,7,1,2020,0,0,Algeria,DZ,DZA,42228429
1/6/2020,6,1,2020,0,0,Algeria,DZ,DZA,42228429
1/5/2020,5,1,2020,0,0,Algeria,DZ,DZA,42228429
1/4/2020,4,1,2020,0,0,Algeria,DZ,DZA,42228429
1/3/2020,3,1,2020,0,0,Algeria,DZ,DZA,42228429
1/2/2020,2,1,2020,0,0,Algeria,DZ,DZA,42228429
1/1/2020,1,1,2020,0,0,Algeria,DZ,DZA,42228429
12/31/2019,31,12,2019,0,0,Algeria,DZ,DZA,42228429
3/29/2020,29,3,2020,0,0,Anguilla,AI,,
3/28/2020,28,3,2020,0,0,Anguilla,AI,,
3/27/2020,27,3,2020,2,0,Anguilla,AI,,
3/29/2020,29,3,2020,55,2,Argentina,AR,ARG,44494502
3/28/2020,28,3,2020,101,5,Argentina,AR,ARG,44494502
3/27/2020,27,3,2020,87,4,Argentina,AR,ARG,44494502
3/26/2020,26,3,2020,115,2,Argentina,AR,ARG,44494502
3/25/2020,25,3,2020,86,2,Argentina,AR,ARG,44494502
3/24/2020,24,3,2020,35,0,Argentina,AR,ARG,44494502
3/23/2020,23,3,2020,41,0,Argentina,AR,ARG,44494502
3/22/2020,22,3,2020,67,1,Argentina,AR,ARG,44494502
3/21/2020,21,3,2020,30,0,Argentina,AR,ARG,44494502
3/20/2020,20,3,2020,31,1,Argentina,AR,ARG,44494502
3/19/2020,19,3,2020,18,0,Argentina,AR,ARG,44494502
3/18/2020,18,3,2020,14,0,Argentina,AR,ARG,44494502
3/17/2020,17,3,2020,9,0,Argentina,AR,ARG,44494502
3/16/2020,16,3,2020,11,0,Argentina,AR,ARG,44494502
3/15/2020,15,3,2020,11,0,Argentina,AR,ARG,44494502
3/14/2020,14,3,2020,3,1,Argentina,AR,ARG,44494502
3/13/2020,13,3,2020,12,0,Argentina,AR,ARG,44494502
3/11/2020,11,3,2020,7,0,Argentina,AR,ARG,44494502
3/9/2020,9,3,2020,3,0,Argentina,AR,ARG,44494502
3/8/2020,8,3,2020,1,1,Argentina,AR,ARG,44494502
3/7/2020,7,3,2020,6,0,Argentina,AR,ARG,44494502
3/6/2020,6,3,2020,1,0,Argentina,AR,ARG,44494502
3/4/2020,4,3,2020,1,0,Argentina,AR,ARG,44494502
3/29/2020,29,3,2020,52,2,Armenia,AM,ARM,2951776
3/28/2020,28,3,2020,43,0,Armenia,AM,ARM,2951776
3/27/2020,27,3,2020,39,1,Armenia,AM,ARM,2951776
3/26/2020,26,3,2020,25,0,Armenia,AM,ARM,2951776
3/25/2020,25,3,2020,71,0,Armenia,AM,ARM,2951776
3/24/2020,24,3,2020,4,0,Armenia,AM,ARM,2951776
3/23/2020,23,3,2020,30,0,Armenia,AM,ARM,2951776
3/22/2020,22,3,2020,24,0,Armenia,AM,ARM,2951776
3/21/2020,21,3,2020,14,0,Armenia,AM,ARM,2951776
3/20/2020,20,3,2020,7,0,Armenia,AM,ARM,2951776
3/19/2020,19,3,2020,37,0,Armenia,AM,ARM,2951776
3/18/2020,18,3,2020,26,0,Armenia,AM,ARM,2951776
3/17/2020,17,3,2020,22,0,Armenia,AM,ARM,2951776
3/16/2020,16,3,2020,10,0,Armenia,AM,ARM,2951776
3/15/2020,15,3,2020,7,0,Armenia,AM,ARM,2951776
3/14/2020,14,3,2020,7,0,Armenia,AM,ARM,2951776
3/13/2020,13,3,2020,2,0,Armenia,AM,ARM,2951776
3/12/2020,12,3,2020,3,0,Armenia,AM,ARM,2951776
3/2/2020,2,3,2020,0,0,Armenia,AM,ARM,2951776
3/1/2020,1,3,2020,1,0,Armenia,AM,ARM,2951776
2/29/2020,29,2,2020,0,0,Armenia,AM,ARM,2951776
2/28/2020,28,2,2020,0,0,Armenia,AM,ARM,2951776
2/27/2020,27,2,2020,0,0,Armenia,AM,ARM,2951776
2/26/2020,26,2,2020,0,0,Armenia,AM,ARM,2951776
2/25/2020,25,2,2020,0,0,Armenia,AM,ARM,2951776
2/24/2020,24,2,2020,0,0,Armenia,AM,ARM,2951776
2/23/2020,23,2,2020,0,0,Armenia,AM,ARM,2951776
2/22/2020,22,2,2020,0,0,Armenia,AM,ARM,2951776
2/21/2020,21,2,2020,0,0,Armenia,AM,ARM,2951776
2/20/2020,20,2,2020,0,0,Armenia,AM,ARM,2951776
2/19/2020,19,2,2020,0,0,Armenia,AM,ARM,2951776
2/18/2020,18,2,2020,0,0,Armenia,AM,ARM,2951776
2/17/2020,17,2,2020,0,0,Armenia,AM,ARM,2951776
2/16/2020,16,2,2020,0,0,Armenia,AM,ARM,2951776
2/15/2020,15,2,2020,0,0,Armenia,AM,ARM,2951776
2/14/2020,14,2,2020,0,0,Armenia,AM,ARM,2951776
2/13/2020,13,2,2020,0,0,Armenia,AM,ARM,2951776
2/12/2020,12,2,2020,0,0,Armenia,AM,ARM,2951776
2/11/2020,11,2,2020,0,0,Armenia,AM,ARM,2951776
2/10/2020,10,2,2020,0,0,Armenia,AM,ARM,2951776
2/9/2020,9,2,2020,0,0,Armenia,AM,ARM,2951776
2/8/2020,8,2,2020,0,0,Armenia,AM,ARM,2951776
2/7/2020,7,2,2020,0,0,Armenia,AM,ARM,2951776
2/6/2020,6,2,2020,0,0,Armenia,AM,ARM,2951776
2/5/2020,5,2,2020,0,0,Armenia,AM,ARM,2951776
2/4/2020,4,2,2020,0,0,Armenia,AM,ARM,2951776
2/3/2020,3,2,2020,0,0,Armenia,AM,ARM,2951776
2/2/2020,2,2,2020,0,0,Armenia,AM,ARM,2951776
2/1/2020,1,2,2020,0,0,Armenia,AM,ARM,2951776
1/31/2020,31,1,2020,0,0,Armenia,AM,ARM,2951776
1/30/2020,30,1,2020,0,0,Armenia,AM,ARM,2951776
1/29/2020,29,1,2020,0,0,Armenia,AM,ARM,2951776
1/28/2020,28,1,2020,0,0,Armenia,AM,ARM,2951776
1/27/2020,27,1,2020,0,0,Armenia,AM,ARM,2951776
1/26/2020,26,1,2020,0,0,Armenia,AM,ARM,2951776
1/25/2020,25,1,2020,0,0,Armenia,AM,ARM,2951776
1/24/2020,24,1,2020,0,0,Armenia,AM,ARM,2951776
1/23/2020,23,1,2020,0,0,Armenia,AM,ARM,2951776
1/22/2020,22,1,2020,0,0,Armenia,AM,ARM,2951776
1/21/2020,21,1,2020,0,0,Armenia,AM,ARM,2951776
1/20/2020,20,1,2020,0,0,Armenia,AM,ARM,2951776
1/19/2020,19,1,2020,0,0,Armenia,AM,ARM,2951776
1/18/2020,18,1,2020,0,0,Armenia,AM,ARM,2951776
1/17/2020,17,1,2020,0,0,Armenia,AM,ARM,2951776
1/16/2020,16,1,2020,0,0,Armenia,AM,ARM,2951776
1/15/2020,15,1,2020,0,0,Armenia,AM,ARM,2951776
1/14/2020,14,1,2020,0,0,Armenia,AM,ARM,2951776
1/13/2020,13,1,2020,0,0,Armenia,AM,ARM,2951776
1/12/2020,12,1,2020,0,0,Armenia,AM,ARM,2951776
1/11/2020,11,1,2020,0,0,Armenia,AM,ARM,2951776
1/10/2020,10,1,2020,0,0,Armenia,AM,ARM,2951776
1/9/2020,9,1,2020,0,0,Armenia,AM,ARM,2951776
1/8/2020,8,1,2020,0,0,Armenia,AM,ARM,2951776
1/7/2020,7,1,2020,0,0,Armenia,AM,ARM,2951776
1/6/2020,6,1,2020,0,0,Armenia,AM,ARM,2951776
1/5/2020,5,1,2020,0,0,Armenia,AM,ARM,2951776
1/4/2020,4,1,2020,0,0,Armenia,AM,ARM,2951776
1/3/2020,3,1,2020,0,0,Armenia,AM,ARM,2951776
1/2/2020,2,1,2020,0,0,Armenia,AM,ARM,2951776
1/1/2020,1,1,2020,0,0,Armenia,AM,ARM,2951776
12/31/2019,31,12,2019,0,0,Armenia,AM,ARM,2951776
3/29/2020,29,3,2020,0,0,Aruba,AW,ABW,105845
3/28/2020,28,3,2020,0,0,Aruba,AW,ABW,105845
3/27/2020,27,3,2020,9,0,Aruba,AW,ABW,105845
3/26/2020,26,3,2020,2,0,Aruba,AW,ABW,105845
3/25/2020,25,3,2020,5,0,Aruba,AW,ABW,105845
3/24/2020,24,3,2020,8,0,Aruba,AW,ABW,105845
3/20/2020,20,3,2020,2,0,Aruba,AW,ABW,105845
3/13/2020,13,3,2020,2,0,Aruba,AW,ABW,105845
3/29/2020,29,3,2020,431,1,Australia,AU,AUS,24992369
3/28/2020,28,3,2020,212,0,Australia,AU,AUS,24992369
3/27/2020,27,3,2020,367,2,Australia,AU,AUS,24992369
3/26/2020,26,3,2020,376,3,Australia,AU,AUS,24992369
3/25/2020,25,3,2020,600,1,Australia,AU,AUS,24992369
3/24/2020,24,3,2020,114,0,Australia,AU,AUS,24992369
3/23/2020,23,3,2020,611,0,Australia,AU,AUS,24992369
3/22/2020,22,3,2020,224,0,Australia,AU,AUS,24992369
3/21/2020,21,3,2020,165,1,Australia,AU,AUS,24992369
3/20/2020,20,3,2020,144,0,Australia,AU,AUS,24992369
3/19/2020,19,3,2020,111,1,Australia,AU,AUS,24992369
3/18/2020,18,3,2020,79,0,Australia,AU,AUS,24992369
3/17/2020,17,3,2020,77,0,Australia,AU,AUS,24992369
3/16/2020,16,3,2020,49,2,Australia,AU,AUS,24992369
3/15/2020,15,3,2020,52,0,Australia,AU,AUS,24992369
3/14/2020,14,3,2020,41,0,Australia,AU,AUS,24992369
3/13/2020,13,3,2020,30,0,Australia,AU,AUS,24992369
3/12/2020,12,3,2020,14,0,Australia,AU,AUS,24992369
3/11/2020,11,3,2020,12,0,Australia,AU,AUS,24992369
3/10/2020,10,3,2020,20,0,Australia,AU,AUS,24992369
3/9/2020,9,3,2020,6,0,Australia,AU,AUS,24992369
3/8/2020,8,3,2020,11,1,Australia,AU,AUS,24992369
3/7/2020,7,3,2020,4,0,Australia,AU,AUS,24992369
3/6/2020,6,3,2020,7,0,Australia,AU,AUS,24992369
3/5/2020,5,3,2020,11,1,Australia,AU,AUS,24992369
3/4/2020,4,3,2020,8,0,Australia,AU,AUS,24992369
3/3/2020,3,3,2020,4,0,Australia,AU,AUS,24992369
3/2/2020,2,3,2020,3,0,Australia,AU,AUS,24992369
3/1/2020,1,3,2020,1,1,Australia,AU,AUS,24992369
2/29/2020,29,2,2020,2,0,Australia,AU,AUS,24992369
2/28/2020,28,2,2020,0,0,Australia,AU,AUS,24992369
2/27/2020,27,2,2020,1,0,Australia,AU,AUS,24992369
2/26/2020,26,2,2020,0,0,Australia,AU,AUS,24992369
2/25/2020,25,2,2020,0,0,Australia,AU,AUS,24992369
2/24/2020,24,2,2020,0,0,Australia,AU,AUS,24992369
2/23/2020,23,2,2020,1,0,Australia,AU,AUS,24992369
2/22/2020,22,2,2020,4,0,Australia,AU,AUS,24992369
2/21/2020,21,2,2020,2,0,Australia,AU,AUS,24992369
2/20/2020,20,2,2020,0,0,Australia,AU,AUS,24992369
2/19/2020,19,2,2020,0,0,Australia,AU,AUS,24992369
2/18/2020,18,2,2020,0,0,Australia,AU,AUS,24992369
2/17/2020,17,2,2020,0,0,Australia,AU,AUS,24992369
2/16/2020,16,2,2020,0,0,Australia,AU,AUS,24992369
2/15/2020,15,2,2020,0,0,Australia,AU,AUS,24992369
2/14/2020,14,2,2020,1,0,Australia,AU,AUS,24992369
2/13/2020,13,2,2020,0,0,Australia,AU,AUS,24992369
2/12/2020,12,2,2020,0,0,Australia,AU,AUS,24992369
2/11/2020,11,2,2020,0,0,Australia,AU,AUS,24992369
2/10/2020,10,2,2020,0,0,Australia,AU,AUS,24992369
2/9/2020,9,2,2020,0,0,Australia,AU,AUS,24992369
2/8/2020,8,2,2020,0,0,Australia,AU,AUS,24992369
2/7/2020,7,2,2020,1,0,Australia,AU,AUS,24992369
2/6/2020,6,2,2020,1,0,Australia,AU,AUS,24992369
2/5/2020,5,2,2020,1,0,Australia,AU,AUS,24992369
2/4/2020,4,2,2020,0,0,Australia,AU,AUS,24992369
2/3/2020,3,2,2020,0,0,Australia,AU,AUS,24992369
2/2/2020,2,2,2020,2,0,Australia,AU,AUS,24992369
2/1/2020,1,2,2020,2,0,Australia,AU,AUS,24992369
1/31/2020,31,1,2020,1,0,Australia,AU,AUS,24992369
1/30/2020,30,1,2020,2,0,Australia,AU,AUS,24992369
1/29/2020,29,1,2020,0,0,Australia,AU,AUS,24992369
1/28/2020,28,1,2020,0,0,Australia,AU,AUS,24992369
1/27/2020,27,1,2020,0,0,Australia,AU,AUS,24992369
1/26/2020,26,1,2020,3,0,Australia,AU,AUS,24992369
1/25/2020,25,1,2020,1,0,Australia,AU,AUS,24992369
1/24/2020,24,1,2020,0,0,Australia,AU,AUS,24992369
1/23/2020,23,1,2020,0,0,Australia,AU,AUS,24992369
1/22/2020,22,1,2020,0,0,Australia,AU,AUS,24992369
1/21/2020,21,1,2020,0,0,Australia,AU,AUS,24992369
