state_name,is_state,year,gender,caste,convicts,under_trial,detenues,others
Chhattisgarh,1,2003,Male,SC,963,917,0,1
Chhattisgarh,1,2003,Male,ST,1625,1492,0,2
Chhattisgarh,1,2003,Male,OBC,1364,1022,3,7
Chhattisgarh,1,2003,Male,Others,569,537,0,0
Chhattisgarh,1,2004,Male,SC,892,749,0,7
Chhattisgarh,1,2004,Male,ST,1478,1279,0,2
Chhattisgarh,1,2004,Male,OBC,1391,1633,0,1
Chhattisgarh,1,2004,Male,Others,559,482,0,1
Chhattisgarh,1,2005,Male,SC,1032,1208,0,3
Chhattisgarh,1,2005,Male,ST,1328,1588,0,1
Chhattisgarh,1,2005,Male,OBC,1000,1614,0,6
Chhattisgarh,1,2005,Male,Others,748,867,2,1
Chhattisgarh,1,2006,Male,SC,1037,1030,0,2
Chhattisgarh,1,2006,Male,ST,1330,1969,1,1
Chhattisgarh,1,2006,Male,OBC,1055,1956,0,8
Chhattisgarh,1,2006,Male,Others,665,834,0,0
Chhattisgarh,1,2007,Male,SC,1135,1145,0,4
Chhattisgarh,1,2007,Male,ST,1293,1772,0,4
Chhattisgarh,1,2007,Male,OBC,1149,1918,0,16
Chhattisgarh,1,2007,Male,Others,740,811,0,3
Chhattisgarh,1,2008,Male,SC,989,1119,0,1
Chhattisgarh,1,2008,Male,ST,1225,2091,0,0
Chhattisgarh,1,2008,Male,OBC,1652,2056,0,3
Chhattisgarh,1,2008,Male,Others,707,889,0,2
Chhattisgarh,1,2009,Male,SC,1074,1358,0,0
Chhattisgarh,1,2009,Male,ST,1602,2619,0,8
Chhattisgarh,1,2009,Male,OBC,1594,2201,0,2
Chhattisgarh,1,2009,Male,Others,370,732,0,6
Chhattisgarh,1,2010,Male,SC,1225,1253,0,10
Chhattisgarh,1,2010,Male,ST,1729,3182,0,2
Chhattisgarh,1,2010,Male,OBC,1444,1999,1,5
Chhattisgarh,1,2010,Male,Others,589,890,0,2
Chhattisgarh,1,2011,Male,SC,1281,1599,0,4
Chhattisgarh,1,2011,Male,ST,1684,2817,0,4
Chhattisgarh,1,2011,Male,OBC,1856,2428,0,3
Chhattisgarh,1,2011,Male,Others,567,1039,0,2
Goa,1,2001,Male,SC,6,23,0,0
Goa,1,2001,Male,ST,3,9,0,0
Goa,1,2001,Male,OBC,20,46,0,0
Goa,1,2001,Male,Others,125,209,0,0
Goa,1,2002,Male,SC,4,2,0,0
Goa,1,2002,Male,ST,3,0,0,0
Goa,1,2002,Male,OBC,8,13,0,0
Goa,1,2002,Male,Others,130,183,0,0
Goa,1,2003,Male,SC,14,27,0,0
Goa,1,2003,Male,ST,11,14,0,0
Goa,1,2003,Male,OBC,3,38,0,0
Goa,1,2003,Male,Others,112,300,1,0
Goa,1,2004,Male,SC,0,13,0,0
Goa,1,2004,Male,ST,0,12,0,0
Goa,1,2004,Male,OBC,0,38,0,0
Goa,1,2004,Male,Others,148,205,0,0
Goa,1,2005,Male,SC,0,4,0,0
Goa,1,2005,Male,ST,0,10,0,0
Goa,1,2005,Male,OBC,0,10,0,0
Goa,1,2005,Male,Others,135,205,0,0
Goa,1,2006,Male,SC,2,12,0,0
Goa,1,2006,Male,ST,1,21,0,0
Goa,1,2006,Male,OBC,8,70,0,0
Goa,1,2006,Male,Others,131,115,0,0
Goa,1,2007,Male,SC,2,20,0,0
Goa,1,2007,Male,ST,1,5,0,0
Goa,1,2007,Male,OBC,8,33,0,0
Goa,1,2007,Male,Others,134,143,0,0
Goa,1,2008,Male,SC,2,17,0,0
Goa,1,2008,Male,ST,1,12,0,0
Goa,1,2008,Male,OBC,8,58,0,0
Goa,1,2008,Male,Others,130,150,0,0
Goa,1,2009,Male,SC,0,4,0,0
Goa,1,2009,Male,ST,0,1,0,0
Goa,1,2009,Male,OBC,0,7,0,0
Goa,1,2009,Male,Others,181,208,0,0
Goa,1,2010,Male,SC,1,7,0,0
Goa,1,2010,Male,ST,2,6,0,0
Goa,1,2010,Male,OBC,2,36,0,0
Goa,1,2010,Male,Others,164,203,0,0
Goa,1,2011,Male,SC,5,10,0,0
Goa,1,2011,Male,ST,5,8,0,0
Goa,1,2011,Male,OBC,18,110,0,0
Goa,1,2011,Male,Others,110,189,0,0
Goa,1,2012,Male,SC,7,14,0,0
Goa,1,2012,Male,ST,9,10,0,0
Goa,1,2012,Male,OBC,16,92,0,0
Goa,1,2012,Male,Others,100,196,0,0
Gujarat,1,2001,Male,SC,628,957,51,0
Gujarat,1,2001,Male,ST,694,949,48,0
Gujarat,1,2001,Male,OBC,578,1515,202,0
Gujarat,1,2001,Male,Others,958,1997,119,0
Gujarat,1,2002,Male,SC,460,1415,90,0
Gujarat,1,2002,Male,ST,703,1704,66,0
Gujarat,1,2002,Male,OBC,886,1100,156,0
Gujarat,1,2002,Male,Others,1145,1963,235,0
Gujarat,1,2003,Male,SC,516,1683,80,0
Gujarat,1,2003,Male,ST,707,1195,36,0
Gujarat,1,2003,Male,OBC,1177,1219,60,0
Gujarat,1,2003,Male,Others,911,2090,149,0
Gujarat,1,2004,Male,SC,734,1754,66,0
Gujarat,1,2004,Male,ST,642,1765,48,0
Gujarat,1,2004,Male,OBC,1582,1423,120,0
Gujarat,1,2004,Male,Others,781,1963,197,0
Gujarat,1,2005,Male,SC,916,1523,89,0
Gujarat,1,2005,Male,ST,977,1524,46,0
Gujarat,1,2005,Male,OBC,1456,1656,80,0
Gujarat,1,2005,Male,Others,949,1502,88,0
Gujarat,1,2006,Male,SC,961,1585,48,0
Gujarat,1,2006,Male,ST,1185,1495,39,0
Gujarat,1,2006,Male,OBC,939,1405,141,0
Gujarat,1,2006,Male,Others,1783,1613,101,0
Gujarat,1,2007,Male,SC,1308,1172,153,0
Gujarat,1,2007,Male,ST,1667,1069,99,0
Gujarat,1,2007,Male,OBC,1098,1752,242,0
Gujarat,1,2007,Male,Others,803,1596,218,0
Gujarat,1,2008,Male,SC,1014,848,51,0
Gujarat,1,2008,Male,ST,1127,985,47,0
Gujarat,1,2008,Male,OBC,1741,2583,120,0
Gujarat,1,2008,Male,Others,837,2264,117,0
Gujarat,1,2009,Male,SC,828,1103,29,0
Gujarat,1,2009,Male,ST,980,1213,28,0
Gujarat,1,2009,Male,OBC,1489,2994,127,0
Gujarat,1,2009,Male,Others,899,1555,113,0
Gujarat,1,2010,Male,SC,958,862,31,0
Gujarat,1,2010,Male,ST,883,865,26,0
Gujarat,1,2010,Male,OBC,1309,3076,87,0
Gujarat,1,2010,Male,Others,1033,1756,66,0
Gujarat,1,2011,Male,SC,487,742,43,0
Gujarat,1,2011,Male,ST,709,776,29,0
Gujarat,1,2011,Male,OBC,936,2448,155,0
Gujarat,1,2011,Male,Others,2196,2402,128,0
Gujarat,1,2012,Male,SC,738,1118,75,0
Gujarat,1,2012,Male,ST,947,1065,92,0
Gujarat,1,2012,Male,OBC,1341,2305,188,0
Gujarat,1,2012,Male,Others,1243,1798,113,0
Haryana,1,2001,Male,SC,491,1872,0,12
Haryana,1,2001,Male,ST,226,555,0,5
Haryana,1,2001,Male,OBC,528,1554,0,8
Haryana,1,2001,Male,Others,1739,3908,0,19
Haryana,1,2002,Male,SC,710,1398,0,3
Haryana,1,2002,Male,ST,401,962,0,3
Haryana,1,2002,Male,OBC,781,1339,0,0
Haryana,1,2002,Male,Others,1611,3697,0,2
Haryana,1,2003,Male,SC,737,1563,0,26
Haryana,1,2003,Male,ST,249,370,0,3
Haryana,1,2003,Male,OBC,865,1555,0,13
Haryana,1,2003,Male,Others,2425,3679,0,110
Haryana,1,2004,Male,SC,818,1688,0,0
Haryana,1,2004,Male,ST,494,733,0,0
Haryana,1,2004,Male,OBC,996,2024,0,2
Haryana,1,2004,Male,Others,2103,2645,0,11
Haryana,1,2005,Male,SC,1067,1848,0,15
Haryana,1,2005,Male,ST,245,331,0,0
Haryana,1,2005,Male,OBC,1211,1490,0,10
Haryana,1,2005,Male,Others,2082,3722,0,11
Haryana,1,2006,Male,SC,1045,1834,0,7
Haryana,1,2006,Male,ST,164,364,0,0
Haryana,1,2006,Male,OBC,1241,1982,0,1
Haryana,1,2006,Male,Others,2338,3173,0,5
Haryana,1,2007,Male,SC,1127,1786,0,0
Haryana,1,2007,Male,ST,172,504,0,0
Haryana,1,2007,Male,OBC,1282,1873,0,0
Haryana,1,2007,Male,Others,2194,3594,0,0
Haryana,1,2008,Male,SC,1160,1797,0,0
Haryana,1,2008,Male,ST,252,845,0,0
Haryana,1,2008,Male,OBC,987,1048,0,0
Haryana,1,2008,Male,Others,2733,4570,0,0
Haryana,1,2009,Male,SC,1729,2063,0,0
Haryana,1,2009,Male,ST,2435,3183,0,4
Haryana,1,2009,Male,OBC,1177,2080,0,0
Haryana,1,2009,Male,Others,187,361,0,0
Haryana,1,2010,Male,SC,1635,2022,0,0
Haryana,1,2010,Male,ST,283,436,0,0
Haryana,1,2010,Male,OBC,1170,1479,0,0
Haryana,1,2010,Male,Others,2878,3721,0,0
Haryana,1,2011,Male,SC,1712,2120,0,0
Haryana,1,2011,Male,ST,133,283,0,0
Haryana,1,2011,Male,OBC,1405,1852,0,0
Haryana,1,2011,Male,Others,2994,3863,0,1
Haryana,1,2012,Male,SC,1686,2279,0,0
Haryana,1,2012,Male,ST,253,720,0,0
Haryana,1,2012,Male,OBC,1501,2071,0,0
Haryana,1,2012,Male,Others,2971,4721,0,0
Himachal Pradesh,1,2001,Male,SC,145,199,0,0
Himachal Pradesh,1,2001,Male,ST,65,58,0,0
Himachal Pradesh,1,2001,Male,OBC,53,48,0,0
Himachal Pradesh,1,2001,Male,Others,121,192,0,0
Himachal Pradesh,1,2002,Male,SC,70,136,0,0
Himachal Pradesh,1,2002,Male,ST,23,44,0,0
Himachal Pradesh,1,2002,Male,OBC,23,34,0,0
Himachal Pradesh,1,2002,Male,Others,296,244,0,0
Himachal Pradesh,1,2003,Male,SC,71,116,0,0
Himachal Pradesh,1,2003,Male,ST,23,20,0,0
Himachal Pradesh,1,2003,Male,OBC,16,49,0,0
Himachal Pradesh,1,2003,Male,Others,354,298,0,0
Himachal Pradesh,1,2004,Male,SC,101,108,0,0
Himachal Pradesh,1,2004,Male,ST,16,23,0,0
Himachal Pradesh,1,2004,Male,OBC,25,35,0,0
Himachal Pradesh,1,2004,Male,Others,398,302,0,0
Himachal Pradesh,1,2005,Male,SC,129,127,0,0
Himachal Pradesh,1,2005,Male,ST,44,18,0,0
Himachal Pradesh,1,2005,Male,OBC,42,20,0,0
Himachal Pradesh,1,2005,Male,Others,399,355,0,0
Himachal Pradesh,1,2006,Male,SC,146,134,0,0
Himachal Pradesh,1,2006,Male,ST,28,7,0,0
Himachal Pradesh,1,2006,Male,OBC,36,43,0,0
Himachal Pradesh,1,2006,Male,Others,530,367,0,0
Himachal Pradesh,1,2007,Male,SC,233,181,0,0
Himachal Pradesh,1,2007,Male,ST,37,25,0,0
Himachal Pradesh,1,2007,Male,OBC,53,55,0,0
Himachal Pradesh,1,2007,Male,Others,515,275,0,0
Himachal Pradesh,1,2008,Male,SC,328,169,0,0
Himachal Pradesh,1,2008,Male,ST,14,23,0,0
Himachal Pradesh,1,2008,Male,OBC,49,99,0,0
Himachal Pradesh,1,2008,Male,Others,467,261,0,0
Himachal Pradesh,1,2009,Male,SC,238,246,0,0
Himachal Pradesh,1,2009,Male,ST,15,29,0,0
Himachal Pradesh,1,2009,Male,OBC,249,93,0,0
Himachal Pradesh,1,2009,Male,Others,305,327,0,0
Himachal Pradesh,1,2010,Male,SC,234,215,0,0
Himachal Pradesh,1,2010,Male,ST,36,29,0,0
Himachal Pradesh,1,2010,Male,OBC,49,30,0,0
Himachal Pradesh,1,2010,Male,Others,616,326,0,0
Himachal Pradesh,1,2011,Male,SC,254,162,0,0
Himachal Pradesh,1,2011,Male,ST,44,39,0,0
Himachal Pradesh,1,2011,Male,OBC,60,86,0,0
Himachal Pradesh,1,2011,Male,Others,555,345,0,0
Himachal Pradesh,1,2012,Male,SC,289,199,0,0
Himachal Pradesh,1,2012,Male,ST,40,32,0,0
Himachal Pradesh,1,2012,Male,OBC,78,88,0,0
Himachal Pradesh,1,2012,Male,Others,509,408,0,0
Jammu & Kashmir,1,2001,Male,SC,0,0,0,0
Jammu & Kashmir,1,2001,Male,ST,0,0,0,0
Jammu & Kashmir,1,2001,Male,OBC,0,0,0,0
Jammu & Kashmir,1,2001,Male,Others,0,0,0,0
Jammu & Kashmir,1,2002,Male,SC,2,119,2,0
Jammu & Kashmir,1,2002,Male,ST,0,82,12,0
Jammu & Kashmir,1,2002,Male,OBC,20,230,15,0
Jammu & Kashmir,1,2002,Male,Others,104,752,414,1
Jammu & Kashmir,1,2003,Male,SC,0,0,0,0
Jammu & Kashmir,1,2003,Male,ST,0,0,0,0
Jammu & Kashmir,1,2003,Male,OBC,0,0,0,0
Jammu & Kashmir,1,2003,Male,Others,0,0,0,0
Jammu & Kashmir,1,2004,Male,SC,0,0,0,0
Jammu & Kashmir,1,2004,Male,ST,0,0,0,0
Jammu & Kashmir,1,2004,Male,OBC,0,0,0,0
Jammu & Kashmir,1,2004,Male,Others,0,0,0,0
Jammu & Kashmir,1,2005,Male,SC,3,42,0,0
Jammu & Kashmir,1,2005,Male,ST,2,97,18,0
Jammu & Kashmir,1,2005,Male,OBC,2,45,0,0
Jammu & Kashmir,1,2005,Male,Others,204,1298,355,0
Jammu & Kashmir,1,2006,Male,SC,10,79,0,0
Jammu & Kashmir,1,2006,Male,ST,1,94,22,3
Jammu & Kashmir,1,2006,Male,OBC,9,74,0,0
Jammu & Kashmir,1,2006,Male,Others,235,1338,346,0
Jammu & Kashmir,1,2007,Male,SC,0,0,0,0
Jammu & Kashmir,1,2007,Male,ST,0,0,0,0
Jammu & Kashmir,1,2007,Male,OBC,0,0,0,0
Jammu & Kashmir,1,2007,Male,Others,285,1660,272,0
Jammu & Kashmir,1,2008,Male,SC,0,0,0,0
Jammu & Kashmir,1,2008,Male,ST,0,0,0,0
Jammu & Kashmir,1,2008,Male,OBC,0,0,0,0
Jammu & Kashmir,1,2008,Male,Others,329,1631,265,0
Jammu & Kashmir,1,2009,Male,SC,0,0,0,0
Jammu & Kashmir,1,2009,Male,ST,0,0,0,0
Jammu & Kashmir,1,2009,Male,OBC,0,0,0,0
Jammu & Kashmir,1,2009,Male,Others,346,1736,181,1
Jammu & Kashmir,1,2010,Male,SC,21,242,5,0
Jammu & Kashmir,1,2010,Male,ST,13,259,11,0
Jammu & Kashmir,1,2010,Male,OBC,11,135,2,0
Jammu & Kashmir,1,2010,Male,Others,207,1187,376,2
Jammu & Kashmir,1,2011,Male,SC,77,383,26,4
Jammu & Kashmir,1,2011,Male,ST,26,232,12,2
Jammu & Kashmir,1,2011,Male,OBC,16,189,15,4
Jammu & Kashmir,1,2011,Male,Others,172,1221,181,0
Jammu & Kashmir,1,2012,Male,SC,59,151,2,0
Jammu & Kashmir,1,2012,Male,ST,25,191,7,0
Jammu & Kashmir,1,2012,Male,OBC,22,74,5,0
Jammu & Kashmir,1,2012,Male,Others,270,1511,130,0
Jharkhand,1,2001,Male,SC,408,2394,0,2
Jharkhand,1,2001,Male,ST,661,3477,4,1
Jharkhand,1,2001,Male,OBC,485,2893,1,4
Jharkhand,1,2001,Male,Others,817,4922,4,3
Jharkhand,1,2002,Male,SC,598,2600,0,1
Jharkhand,1,2002,Male,ST,552,3011,0,0
Jharkhand,1,2002,Male,OBC,896,3366,0,1
Jharkhand,1,2002,Male,Others,896,2712,18,1
Jharkhand,1,2003,Male,SC,792,2518,0,2
Jharkhand,1,2003,Male,ST,898,3057,2,0
Jharkhand,1,2003,Male,OBC,1275,3470,0,2
Jharkhand,1,2003,Male,Others,1165,2675,11,7
Jharkhand,1,2004,Male,SC,836,2538,0,0
Jharkhand,1,2004,Male,ST,1305,3072,0,0
Jharkhand,1,2004,Male,OBC,2016,3551,0,0
Jharkhand,1,2004,Male,Others,745,2793,10,0
Jharkhand,1,2005,Male,SC,803,2784,0,0
Jharkhand,1,2005,Male,ST,1575,4030,0,0
Jharkhand,1,2005,Male,OBC,1468,3461,0,0
Jharkhand,1,2005,Male,Others,1296,3118,0,0
Jharkhand,1,2006,Male,SC,1321,2751,0,0
Jharkhand,1,2006,Male,ST,2382,3750,0,0
Jharkhand,1,2006,Male,OBC,2013,3482,1,0
Jharkhand,1,2006,Male,Others,1407,2823,0,0
Jharkhand,1,2007,Male,SC,1443,2152,0,0
Jharkhand,1,2007,Male,ST,1758,3284,3,0
Jharkhand,1,2007,Male,OBC,1492,3850,2,2
Jharkhand,1,2007,Male,Others,988,2304,1,0
Jharkhand,1,2008,Male,SC,611,2430,1,1
Jharkhand,1,2008,Male,ST,2294,3532,4,1
Jharkhand,1,2008,Male,OBC,1817,3942,1,0
Jharkhand,1,2008,Male,Others,892,2224,0,1
Jharkhand,1,2009,Male,SC,671,2162,1,0
Jharkhand,1,2009,Male,ST,1336,2729,0,0
Jharkhand,1,2009,Male,OBC,1406,3855,0,0
Jharkhand,1,2009,Male,Others,1929,2452,4,0
Jharkhand,1,2010,Male,SC,560,2034,1,0
Jharkhand,1,2010,Male,ST,1295,3357,7,0
Jharkhand,1,2010,Male,OBC,1423,4382,2,0
Jharkhand,1,2010,Male,Others,1815,2453,6,0
Jharkhand,1,2011,Male,SC,506,1715,6,0
Jharkhand,1,2011,Male,ST,1185,3222,5,0
Jharkhand,1,2011,Male,OBC,1160,3875,0,2
Jharkhand,1,2011,Male,Others,1503,2683,6,0
Jharkhand,1,2012,Male,SC,489,2109,6,1
Jharkhand,1,2012,Male,ST,1481,3477,7,0
Jharkhand,1,2012,Male,OBC,1093,3674,2,0
Jharkhand,1,2012,Male,Others,1072,3175,1,0
Karnataka,1,2001,Male,SC,295,1127,31,1
Karnataka,1,2001,Male,ST,217,676,9,0
Karnataka,1,2001,Male,OBC,192,307,13,0
Karnataka,1,2001,Male,Others,1145,5407,69,4
Karnataka,1,2002,Male,SC,283,1028,18,2
Karnataka,1,2002,Male,ST,211,657,9,0
Karnataka,1,2002,Male,OBC,233,391,11,2
Karnataka,1,2002,Male,Others,1488,5633,82,14
Karnataka,1,2004,Male,SC,831,1028,18,2
Karnataka,1,2004,Male,ST,798,657,9,0
Karnataka,1,2004,Male,OBC,251,391,11,2
Karnataka,1,2004,Male,Others,1441,5579,81,7
Karnataka,1,2005,Male,SC,852,1037,21,3
