"STATION","NAME","DATE","PRCP","SNOW","SNWD"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-25","0.73","5.5","2.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-26","0.02","0.0","5.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-30","0.39","1.5","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-31","0.36","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-03","0.10","2.2","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-04","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-05","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-06","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-07","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-08","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-09","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-10","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-13","0.13","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-14","0.37","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-15","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-18","0.57","3.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-19","0.24","0.0","3.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-20","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-21","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-22","0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-25","0.12","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-27","0.03","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-28","0.10","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-01","0.02","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-07","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-08","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-11","1.11","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-12","0.18","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-14","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-15","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-16","0.30","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-17","0.69","0.4","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-25","0.08","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-26","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-28","0.93","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-31","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-04","0.39","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-09","0.37","1.2","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-10","0.00","0.0","1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-11","0.16","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-14","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-15","0.15","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-16","0.25","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-17","0.36","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-18","0.03","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-21","1.62","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-22","0.05","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-23","0.12","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-26","0.03","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-02","0.06","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-10","0.56","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-12","0.07","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-13","0.55","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-14","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-15","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-18","1.07","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-19","0.57","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-20","0.52","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-21","0.03","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-22","0.05","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-23","0.09","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-24","0.81","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-25","0.12","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-31","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-02","0.04","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-06","2.62","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-07","0.20","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-11","0.59","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-12","0.54","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-13","0.08","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-14","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-15","0.05","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-18","0.40","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-21","0.16","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-22","0.05","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-27","0.10","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-28","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-29","0.02","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-03","0.21","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-10","0.08","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-14","0.59","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-15","1.39","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-19","0.11","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-21","0.07","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-22","0.07","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-24","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-26","3.24","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-27","1.13","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-29","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-30","0.23","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-31","0.14","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-01","0.43","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-03","0.70","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-04","0.02","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-06","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-09","0.14","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-11","0.45","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-12","0.21","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-14","0.23","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-15","0.06","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-16","0.63","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-18","0.31","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-23","0.08","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-28","0.54","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-30","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-31","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-01","0.08","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-02","0.65","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-03","0.74","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-04","0.58","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-09","0.09","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-13","0.37","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-14","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-15","0.91","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-19","1.90","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-23","0.09","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-25","0.08","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-26","0.33","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-04","0.05","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-05","0.08","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-14","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-15","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-16","0.07","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-17","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-18","0.45","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-29","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-30","0.00","0.0",
