Date,Symbols,Close,High,Low,Open,Volume
2020-12-22,BNTX,100.56,107.21,95.6,107.07,5032319
2020-12-22,MRNA,125.88,141.4,123.0,139.0,36126942
2020-12-21,AMZN,3206.18,3226.9666,3166.0,3200.01,3836846
2020-12-21,GOOGL,1734.56,1737.0,1694.0,1709.13,1698707
2020-12-21,FB,272.79,274.67,267.79,272.978,16553740
2020-12-21,PFE,36.288,36.308,35.832,36.191,42122076
2020-12-21,BNTX,106.46,107.97,104.57,107.51,2611030
2020-12-21,MRNA,138.3,147.26,137.79,140.84,23921047
2020-12-18,AMZN,3201.65,3249.42,3171.6,3243.99,5995713
2020-12-18,GOOGL,1726.22,1748.36,1715.0,1746.1702,4262837
2020-12-18,FB,276.4,278.0,271.14,275.775,26693249
2020-12-18,PFE,36.58,36.977,36.404,36.88,62072084
2020-12-18,BNTX,104.24,106.77,102.57,106.46,3108164
2020-12-18,MRNA,140.23,145.0,135.06,141.51,33157833
2020-12-17,AMZN,3236.08,3263.51,3221.0,3250.0,3474347
2020-12-17,GOOGL,1740.51,1766.71,1731.15,1763.93,1744005
2020-12-17,FB,274.48,280.44,273.61,277.07,16377844
2020-12-17,PFE,36.92,37.007,36.22,36.725,53601916
2020-12-17,BNTX,106.43,107.59,101.6201,102.6352,3487843
2020-12-17,MRNA,144.0,146.97,137.3,137.92,32404457
2020-12-16,AMZN,3240.96,3247.0,3163.68,3176.01,4427616
2020-12-16,GOOGL,1757.19,1769.11,1749.06,1769.11,1233836
2020-12-16,FB,275.67,277.86,272.51,274.76,15884999
2020-12-16,PFE,36.735,37.347,36.638,37.064,58215540
2020-12-16,BNTX,105.78,112.85,102.33,112.22,4802616
2020-12-16,MRNA,137.03,141.334,134.31,137.75,28476275
2020-12-15,AMZN,3165.12,3188.4999,3130.49,3181.01,3323686
2020-12-15,GOOGL,1761.08,1764.0,1741.67,1759.86,1068292
2020-12-15,FB,275.55,276.08,267.47,274.83,23979461
2020-12-15,PFE,37.579,38.036,37.094,37.92,67988990
2020-12-15,BNTX,111.2,116.26,108.33,114.21,5711848
2020-12-15,MRNA,147.22,157.28,142.46,157.0,36451258
2020-12-14,AMZN,3156.97,3190.47,3126.0,3143.0,4155794
2020-12-14,GOOGL,1752.26,1789.8,1749.13,1770.72,1652471
2020-12-14,FB,274.19,277.22,271.56,273.3722,16376880
2020-12-14,PFE,38.065,40.444,37.929,40.404,97662115
2020-12-14,BNTX,108.27,127.0,105.25,126.6286,10907926
2020-12-14,MRNA,155.07,163.7611,152.5606,163.4,22467742
2020-12-11,AMZN,3116.42,3118.67,3072.82,3096.66,3064695
2020-12-11,GOOGL,1774.8,1777.31,1752.74,1760.0,931431
2020-12-11,FB,273.55,276.48,270.25,274.53,14391401
2020-12-11,PFE,39.918,40.841,39.501,40.744,62564311
2020-12-11,BNTX,127.3,131.0,124.6401,130.1,4303742
2020-12-11,MRNA,156.93,163.75,155.89,159.7,22069857
2020-12-10,AMZN,3101.49,3142.1,3076.0,3088.99,3030179
2020-12-10,GOOGL,1767.65,1774.99,1733.527,1762.6,1434411
2020-12-10,FB,277.12,278.73,271.86,275.535,20065091
2020-12-10,PFE,40.511,40.987,40.235,40.598,59470233
2020-12-10,BNTX,129.54,129.95,123.2001,123.82,5381039
2020-12-10,MRNA,155.69,159.5,148.0101,151.13,22058018
2020-12-09,AMZN,3104.2,3174.43,3088.0,3167.89,4096259
2020-12-09,GOOGL,1777.86,1828.37,1762.0001,1810.36,1585578
2020-12-09,FB,277.92,287.63,271.75,283.66,25160530
2020-12-09,PFE,40.628,41.821,39.928,41.811,88457907
2020-12-09,BNTX,122.81,129.05,116.58,128.99,5249580
2020-12-09,MRNA,156.59,170.8,147.2,170.2,40885105
2020-12-08,AMZN,3177.29,3184.13,3120.02,3158.9,3279049
2020-12-08,GOOGL,1811.33,1815.97,1791.28,1808.52,996317
2020-12-08,FB,283.4,286.4272,281.55,286.01,10731946
2020-12-08,PFE,41.317,41.521,40.142,40.19,89257001
2020-12-08,BNTX,128.11,129.8998,126.5,127.0,4580061
2020-12-08,MRNA,169.86,170.51,164.3,165.75,27681444
2020-12-07,AMZN,3158.0,3180.76,3141.69,3156.48,2745875
2020-12-07,GOOGL,1817.03,1829.29,1803.04,1815.55,1113877
2020-12-07,FB,285.58,288.49,278.2,279.19,12997268
2020-12-07,PFE,40.045,40.19,39.191,39.472,49450935
2020-12-07,BNTX,125.7,126.38,121.0,121.0,4912459
2020-12-07,MRNA,159.52,163.98,152.97,155.03,31325939
2020-12-04,AMZN,3162.58,3198.21,3158.76,3162.58,2913611
2020-12-04,GOOGL,1823.76,1829.4994,1813.59,1820.22,1027242
2020-12-04,FB,279.7,283.46,279.3,280.3,10880299
2020-12-04,PFE,39.162,39.269,38.725,38.725,36432190
2020-12-04,BNTX,120.0,120.75,114.42,117.8419,3142595
2020-12-04,MRNA,152.52,157.82,148.51,157.59,27704832
2020-12-03,AMZN,3186.73,3228.64,3181.31,3205.46,2892039
2020-12-03,GOOGL,1821.84,1843.83,1817.0,1820.54,1236366
2020-12-03,FB,281.85,286.65,281.07,286.25,12921694
2020-12-03,PFE,38.92,39.831,38.367,39.783,70632998
2020-12-03,BNTX,118.68,121.8,115.0,119.85,4264644
2020-12-03,MRNA,157.26,159.11,143.0101,143.5,38656507
2020-12-02,AMZN,3203.53,3232.0,3173.2601,3221.65,3129304
2020-12-02,GOOGL,1824.97,1832.74,1785.1695,1795.36,1471235
2020-12-02,FB,287.52,291.78,280.825,285.36,17361624
2020-12-02,PFE,39.608,40.2,39.123,39.287,86885089
2020-12-02,BNTX,121.09,123.59,116.43,120.85,7164716
2020-12-02,MRNA,143.0,149.7999,128.1,138.63,51217334
2020-12-01,AMZN,3220.08,3248.95,3157.18,3188.5,4544382
2020-12-01,GOOGL,1795.36,1821.7199,1763.03,1766.655,1868134
2020-12-01,FB,286.55,289.3,278.96,279.16,20777906
2020-12-01,PFE,38.259,39.317,37.87,38.25,74846831
2020-12-01,BNTX,114.01,128.1299,108.0,124.5,9634549
2020-12-01,MRNA,141.01,178.5,130.33,177.66,125552341
2020-11-30,AMZN,3168.04,3228.39,3125.55,3208.48,4063916
2020-11-30,GOOGL,1754.4,1780.335,1747.84,1775.65,1620887
2020-11-30,FB,276.97,277.7,271.01,276.03,16693336
2020-11-30,PFE,37.191,37.666,36.501,36.842,67394227
2020-11-30,BNTX,124.24,124.91,113.5,113.64,9934807
2020-11-30,MRNA,152.74,153.8699,141.05,144.0,73203064
2020-11-27,AMZN,3195.34,3216.19,3190.05,3211.26,2392867
2020-11-27,GOOGL,1787.02,1797.01,1764.54,1764.54,739507
2020-11-27,FB,277.81,279.13,274.82,277.39,7808426
2020-11-27,PFE,36.143,36.171,35.677,35.706,26037419
2020-11-27,BNTX,109.99,111.2,106.1,106.44,3874562
2020-11-27,MRNA,127.03,130.06,114.86,115.12,43438495
2020-11-25,AMZN,3185.07,3198.0,3140.26,3141.87,3790403
2020-11-25,GOOGL,1764.13,1770.38,1748.36,1767.81,979957
2020-11-25,FB,275.59,280.18,272.65,278.14,12467009
2020-11-25,PFE,35.463,35.493,35.181,35.463,27766765
2020-11-25,BNTX,104.96,106.06,99.1,100.0,3007405
2020-11-25,MRNA,109.18,109.29,98.65,99.03,25850691
2020-11-24,AMZN,3118.06,3134.25,3086.258,3100.5,3602102
2020-11-24,GOOGL,1763.9,1766.475,1720.73,1727.5,1400306
2020-11-24,FB,276.92,277.8199,267.87,268.49,16930424
2020-11-24,PFE,35.531,35.667,34.967,35.074,43763440
2020-11-24,BNTX,101.87,103.43,97.5601,100.92,3864020
2020-11-24,MRNA,98.56,99.89,93.54,98.4,12515336
2020-11-23,AMZN,3098.39,3139.745,3065.46,3116.6986,4708887
2020-11-23,GOOGL,1727.56,1745.99,1710.18,1740.22,1127618
2020-11-23,FB,268.43,270.9471,264.53,270.89,20990786
2020-11-23,PFE,35.453,36.007,35.152,35.948,44987032
2020-11-23,BNTX,106.5,109.98,104.2,109.73,5194195
2020-11-23,MRNA,101.03,101.77,98.62,100.77,16359624
2020-11-20,AMZN,3099.4,3132.89,3098.0456,3117.02,3380138
2020-11-20,GOOGL,1736.38,1768.3625,1735.0,1762.0,1385322
2020-11-20,FB,269.7,273.0,269.41,272.56,18122412
2020-11-20,PFE,35.628,36.22,35.376,35.628,62458028
2020-11-20,BNTX,104.07,105.33,99.05,100.0,6776843
2020-11-20,MRNA,97.61,98.43,94.82,95.0,15306303
2020-11-19,AMZN,3117.02,3125.0,3080.92,3105.31,3010270
2020-11-19,GOOGL,1758.57,1763.49,1730.02,1733.23,1005340
2020-11-19,FB,272.94,273.47,269.19,271.025,12963658
2020-11-19,PFE,35.134,35.56,34.813,35.531,44563369
2020-11-19,BNTX,94.93,95.09,91.29,91.6,3400119
2020-11-19,MRNA,92.77,94.65,89.5114,90.0,16002015
2020-11-18,AMZN,3105.46,3140.0,3105.1,3134.0,2916836
2020-11-18,GOOGL,1740.64,1765.0,1738.5658,1756.64,1005377
2020-11-18,FB,271.97,277.3889,271.84,274.52,12152945
2020-11-18,PFE,35.259,36.327,35.24,35.852,65351365
2020-11-18,BNTX,90.44,92.46,88.26,90.8,5772603
2020-11-18,MRNA,88.89,94.0,88.6103,93.87,21823450
2020-11-17,AMZN,3135.66,3189.25,3135.26,3183.5445,3444735
2020-11-17,GOOGL,1761.66,1777.14,1759.49,1767.86,1066034
2020-11-17,FB,275.0,277.68,273.29,277.68,15040297
2020-11-17,PFE,34.987,35.434,34.774,35.423,48398037
2020-11-17,BNTX,86.93,92.0,86.65,89.0,4057352
2020-11-17,MRNA,93.15,97.8,91.6,97.23,26171963
2020-11-16,AMZN,3131.06,3142.7,3072.685,3093.2,3808676
2020-11-16,GOOGL,1774.03,1794.34,1761.33,1764.14,1273393
2020-11-16,FB,278.96,279.41,274.63,275.05,12970352
2020-11-16,PFE,36.24,36.842,35.773,36.755,73816377
2020-11-16,BNTX,91.52,97.0,87.07,96.64,11171585
2020-11-16,MRNA,97.95,103.2,93.3,100.31,70853055
2020-11-13,AMZN,3128.81,3141.7227,3085.39,3122.0,3762587
2020-11-13,GOOGL,1772.26,1777.13,1735.98,1748.0,1487877
2020-11-13,FB,276.95,277.76,273.1,277.72,10400101
2020-11-13,PFE,37.491,37.526,36.603,36.763,39405833
2020-11-13,BNTX,106.0,108.2,103.37,104.12,3009657
2020-11-13,MRNA,89.39,90.53,85.22,86.62,14176721
2020-11-12,AMZN,3110.28,3175.88,3086.05,3159.95,4371208
2020-11-12,GOOGL,1742.82,1764.98,1737.97,1742.0,1324363
2020-11-12,FB,275.08,279.75,274.43,277.18,12914206
2020-11-12,PFE,36.454,37.22,36.153,37.162,45758466
2020-11-12,BNTX,101.63,107.1287,100.5,106.81,3604300
2020-11-12,MRNA,87.81,87.93,83.83,85.18,21750394
2020-11-11,AMZN,3137.39,3139.145,3050.0,3061.78,4366923
2020-11-11,GOOGL,1747.23,1762.9,1743.06,1748.4,1591906
2020-11-11,FB,276.48,278.4,272.48,273.47,14956950
2020-11-11,PFE,37.375,39.026,36.793,37.745,57642738
2020-11-11,BNTX,109.45,112.5,108.6127,112.0,3274124
2020-11-11,MRNA,82.44,83.98,76.13,77.05,18576496
2020-11-10,AMZN,3035.02,3114.0,3019.4828,3095.02,6590956
2020-11-10,GOOGL,1737.72,1759.38,1716.12,1729.77,2151058
2020-11-10,FB,272.43,274.0,264.0,273.1,29067691
2020-11-10,PFE,37.551,39.357,37.337,39.269,78274460
2020-11-10,BNTX,112.76,113.4,106.2,110.0,8029139
2020-11-10,MRNA,76.05,80.38,73.52,80.0,10499395
2020-11-09,AMZN,3143.74,3289.0,3112.1057,3231.03,7190406
2020-11-09,GOOGL,1761.42,1816.89,1757.545,1795.98,2672024
2020-11-09,FB,278.77,292.58,278.53,289.87,25117650
2020-11-09,PFE,38.055,40.764,37.26,40.638,224931821
2020-11-09,BNTX,104.8,115.0,98.51,114.02,14614871
2020-11-09,MRNA,77.74,80.25,75.42,77.75,20266813
2020-11-06,AMZN,3311.37,3322.0,3232.0,3304.64,4647330
2020-11-06,GOOGL,1759.73,1768.495,1736.68,1751.34,1431084
2020-11-06,FB,293.41,294.6,288.06,293.95,13890974
2020-11-06,PFE,35.337,35.648,35.037,35.327,23329081
2020-11-06,BNTX,92.0,92.2,90.33,92.0,861330
2020-11-06,MRNA,72.45,74.16,70.87,71.42,5841047
2020-11-05,AMZN,3322.0,3366.8,3288.88,3319.97,5789285
2020-11-05,GOOGL,1762.5,1791.818,1741.03,1770.45,1987907
2020-11-05,FB,294.68,297.38,288.95,291.8965,23823633
2020-11-05,PFE,35.327,36.211,35.327,36.161,33157211
2020-11-05,BNTX,92.0,92.84,89.67,91.33,1459849
2020-11-05,MRNA,71.48,71.59,70.16,71.09,4449850
2020-11-04,AMZN,3241.16,3244.85,3139.73,3159.99,6839041
2020-11-04,GOOGL,1745.85,1770.03,1703.0,1705.5803,3567149
2020-11-04,FB,287.38,288.94,278.62,281.0,35364424
2020-11-04,PFE,35.87,36.63,35.515,35.611,40353991
2020-11-04,BNTX,90.69,91.1294,86.51,86.51,1701506
2020-11-04,MRNA,69.81,71.55,68.9188,68.97,5442067
2020-11-03,AMZN,3048.41,3074.9,2980.98,3018.53,4897880
2020-11-03,GOOGL,1645.66,1659.0,1612.108,1630.76,1571641
2020-11-03,FB,265.3,270.05,260.88,263.16,17961859
2020-11-03,PFE,34.775,35.188,34.67,35.006,21363135
2020-11-03,BNTX,87.22,88.2,84.85,84.91,1082581
2020-11-03,MRNA,69.08,69.25,66.59,66.75,4366928
2020-11-02,AMZN,3004.48,3079.705,2950.12,3061.74,7257350
2020-11-02,GOOGL,1624.32,1658.24,1614.24,1623.54,2211449
2020-11-02,FB,261.36,270.47,257.34,264.6,27165679
2020-11-02,PFE,34.814,34.834,34.15,34.525,21159779
2020-11-02,BNTX,87.1,88.0,83.18,87.9044,2139891
2020-11-02,MRNA,67.11,68.6,66.55,68.02,4650268
2020-10-30,AMZN,3036.15,3167.004,3019.0,3157.75,8396081
2020-10-30,GOOGL,1616.11,1681.315,1601.57,1667.44,4996197
2020-10-30,FB,263.11,276.7,259.1,274.5,47299002
2020-10-30,PFE,34.093,34.146,33.478,33.862,25324687
2020-10-30,BNTX,85.36,88.5,83.05,87.01,2258283
2020-10-30,MRNA,67.47,71.49,66.85,70.8,7085797
2020-10-29,AMZN,3211.01,3257.25,3164.0,3201.27,6596529
2020-10-29,GOOGL,1556.88,1588.735,1516.55,1517.02,2770343
2020-10-29,FB,280.83,283.6,273.78,276.55,32368118
2020-10-29,PFE,33.901,34.246,33.247,34.093,27197207
2020-10-29,BNTX,84.81,85.7701,79.22,81.49,2512014
2020-10-29,MRNA,71.28,74.539,66.23,68.35,13776433
2020-10-28,AMZN,3162.78,3264.02,3162.47,3249.3,5588330
2020-10-28,GOOGL,1510.8,1553.81,1508.48,1550.01,2258675
2020-10-28,FB,267.67,278.79,267.26,278.79,23121808
2020-10-28,PFE,34.063,35.678,33.94,35.361,33429585
2020-10-28,BNTX,77.54,80.74,75.345,79.89,2566120
2020-10-28,MRNA,65.74,69.47,65.4899,68.95,6043991
2020-10-27,AMZN,3286.33,3291.66,3211.3,3224.94,4291047
2020-10-27,GOOGL,1598.88,1602.0,1576.99,1588.9319,1295138
2020-10-27,FB,283.29,284.51,276.31,278.76,16287249
2020-10-27,PFE,35.966,36.63,35.429,35.592,36385801
2020-10-27,BNTX,83.95,84.055,80.5102,83.0,2222134
2020-10-27,MRNA,70.67,71.35,68.81,70.45,3812879
2020-10-26,AMZN,3207.04,3282.9799,3153.3,3198.74,5901151
2020-10-26,GOOGL,1584.29,1629.58,1567.78,1615.0,1791317
2020-10-26,FB,277.11,285.23,274.26,283.16,21322925
2020-10-26,PFE,36.438,36.534,36.015,36.39,33356150
2020-10-26,BNTX,82.93,89.84,80.35,88.22,2879921
2020-10-26,MRNA,70.24,71.32,68.7,70.36,3872799
2020-10-23,AMZN,3204.4,3205.33,3140.0,3191.0,3466687
2020-10-23,GOOGL,1632.98,1634.12,1611.91,1615.05,1527402
2020-10-23,FB,284.79,285.24,276.82,278.8024,17535155
2020-10-23,PFE,36.687,36.788,36.175,36.448,30171696
2020-10-23,BNTX,88.69,89.99,87.06,89.6045,2079717
2020-10-23,MRNA,70.53,72.3997,68.8,72.3,3735087
2020-10-22,AMZN,3176.4,3198.75,3121.94,3189.87,4212005
2020-10-22,GOOGL,1606.66,1613.42,1577.48,1585.0,1525773
2020-10-22,FB,278.12,282.45,275.04,279.87,16720026
2020-10-22,PFE,35.966,36.102,35.583,35.631,19000418
2020-10-22,BNTX,86.36,90.12,85.4171,88.99,2205906
2020-10-22,MRNA,70.84,72.53,68.4,68.5035,5212065
2020-10-21,AMZN,3184.94,3233.875,3160.0,3212.5,4592736
2020-10-21,GOOGL,1585.99,1615.14,1567.135,1569.85,3016053
2020-10-21,FB,278.73,283.05,276.37,279.56,28998638
2020-10-21,PFE,35.631,35.986,35.611,35.895,18744963
2020-10-21,BNTX,87.72,92.94,85.67,92.75,3384553
2020-10-21,MRNA,68.37,71.5784,68.06,71.57,4614813
2020-10-20,AMZN,3217.01,3266.0,3192.01,3222.28,4509678
2020-10-20,GOOGL,1551.08,1573.84,1520.5,1523.11,2085915
2020-10-20,FB,267.56,269.7,262.88,263.06,18763246
2020-10-20,PFE,36.025,36.408,35.89,36.39,22101944
2020-10-20,BNTX,94.35,96.1167,91.6107,93.92,1872146
2020-10-20,MRNA,71.25,73.1,70.65,72.07,5441299
2020-10-19,AMZN,3207.21,3329.0,3192.735,3299.61,5223626
2020-10-19,GOOGL,1529.95,1583.925,1522.92,1575.93,1486652
2020-10-19,FB,261.4,268.55,259.88,265.53,13586955
2020-10-19,PFE,36.322,37.329,36.168,36.919,31527746
2020-10-19,BNTX,93.92,97.29,92.24,96.23,2800200
2020-10-19,MRNA,70.96,74.09,70.5,73.97,6931283
2020-10-16,AMZN,3272.71,3399.6606,3160.0,3363.23,6474353
2020-10-16,GOOGL,1567.7,1577.71,1557.66,1561.83,1710325
2020-10-16,FB,265.93,271.37,265.3,267.375,16622702
2020-10-16,PFE,36.467,36.63,35.573,35.621,42450090
2020-10-16,BNTX,94.09,94.15,91.55,93.6,2792475
2020-10-16,MRNA,73.94,76.93,73.665,76.06,4693584
2020-10-15,AMZN,3338.65,3355.88,3280.0,3292.01,5223448
2020-10-15,GOOGL,1555.47,1571.395,1541.1301,1544.5,1561485
2020-10-15,FB,266.72,269.04,263.67,267.6,15416064
2020-10-15,PFE,35.122,35.304,34.986,35.198,15893774
2020-10-15,BNTX,90.38,90.419,85.5,85.65,2033226
2020-10-15,MRNA,75.58,76.49,73.7101,75.48,5014595
2020-10-14,AMZN,3363.71,3464.88,3340.0,3447.0,5828916
2020-10-14,GOOGL,1563.44,1583.85,1545.895,1573.31,1659228
2020-10-14,FB,271.82,278.75,271.5,277.62,15601154
2020-10-14,PFE,35.419,35.842,35.141,35.563,21845020
2020-10-14,BNTX,86.86,95.44,85.05,95.419,4198008
2020-10-14,MRNA,76.56,80.01,76.3252,80.01,6643833
2020-10-13,AMZN,3443.63,3492.38,3424.217,3467.99,5744697
2020-10-13,GOOGL,1567.07,1585.16,1558.63,1577.01,1953609
2020-10-13,FB,276.14,279.1,273.39,277.58,18063343
2020-10-13,PFE,35.457,35.674,35.198,35.237,21270914
2020-10-13,BNTX,93.0,94.0162,89.56,90.08,2527487
2020-10-13,MRNA,78.29,81.37,75.52,75.93,13669187
2020-10-12,AMZN,3442.93,3496.24,3339.55,3349.94,8364198
2020-10-12,GOOGL,1564.59,1588.42,1529.3,1538.0,2767164
2020-10-12,FB,275.75,280.18,267.87,270.2,31019256
2020-10-12,PFE,35.381,35.727,35.041,35.265,19168506
2020-10-12,BNTX,88.74,91.9,87.6,91.0,2573113
2020-10-12,MRNA,75.31,75.8514,72.92,73.61,7590764
2020-10-09,AMZN,3286.65,3288.99,3197.83,3210.0,4907871
2020-10-09,GOOGL,1510.45,1511.85,1487.0,1492.86,1648340
2020-10-09,FB,264.45,264.75,262.17,264.52,14107803
2020-10-09,PFE,35.352,35.667,35.16,35.39,23368313
2020-10-09,BNTX,89.04,90.0,87.5,88.98,1462528
2020-10-09,MRNA,73.0,73.67,72.39,73.42,4774015
2020-10-08,AMZN,3190.55,3233.2944,3174.99,3224.99,3174114
2020-10-08,GOOGL,1483.43,1488.0275,1465.45,1465.45,1303802
2020-10-08,FB,263.76,264.62,259.1488,259.75,16312762
2020-10-08,PFE,35.448,35.727,35.082,35.168,17631735
2020-10-08,BNTX,87.95,89.43,85.6,85.83,1826000
2020-10-08,MRNA,72.93,73.76,72.01,73.5,4023816
2020-10-07,AMZN,3195.69,3200.0,3132.385,3135.0,4309439
2020-10-07,GOOGL,1459.14,1468.97,1433.23,1459.31,1805448
2020-10-07,FB,258.12,260.18,254.82,259.21,23133417
2020-10-07,PFE,35.046,35.16,34.621,34.843,21879965
2020-10-07,BNTX,86.23,86.44,80.7,83.32,2354681
2020-10-07,MRNA,72.37,73.24,70.959,71.23,4190611
2020-10-06,AMZN,3099.96,3182.0,3090.0,3165.0,5086857
2020-10-06,GOOGL,1451.02,1484.52,1445.01,1475.5,1304752
2020-10-06,FB,258.66,265.69,258.24,261.78,18696917
2020-10-06,PFE,34.756,35.583,34.68,35.554,24914506
2020-10-06,BNTX,85.59,88.3,83.52,86.84,5702111
2020-10-06,MRNA,71.04,73.92,70.31,72.0,7285512
2020-10-05,AMZN,3199.2,3202.53,3140.85,3145.84,3775332
2020-10-05,GOOGL,1482.83,1484.7,1460.09,1462.65,1080058
2020-10-05,FB,264.65,264.865,260.8401,262.2,12822252
2020-10-05,PFE,35.314,35.439,34.92,35.102,19154842
2020-10-05,BNTX,80.7,81.56,75.65,75.7,3750552
2020-10-05,MRNA,71.95,72.02,69.05,69.64,6518121
2020-10-02,AMZN,3125.0,3195.7965,3123.0,3153.63,5613098
2020-10-02,GOOGL,1455.6,1479.03,1447.35,1459.63,1561132
2020-10-02,FB,259.94,265.15,259.18,261.21,16367597
2020-10-02,PFE,34.957,35.227,34.621,34.65,21190472
2020-10-02,BNTX,73.7,75.0,71.16,71.85,2327847
2020-10-02,MRNA,68.81,72.77,67.25,67.9,8004919
2020-10-01,AMZN,3221.26,3224.0,3172.0,3208.0,4971922
2020-10-01,GOOGL,1487.9,1495.07,1476.8,1483.6608,1644221
2020-10-01,FB,266.63,268.33,264.8,265.35,20009801
2020-10-01,PFE,34.949,35.64,34.749,35.467,22235726
2020-10-01,BNTX,72.71,72.87,69.31,70.0,2371702
2020-10-01,MRNA,70.03,70.2,68.16,69.57,6838969
2020-09-30,AMZN,3148.73,3212.88,3133.99,3141.14,4896101
2020-09-30,GOOGL,1465.6,1486.1975,1455.755,1460.935,2046170
2020-09-30,FB,261.9,266.085,260.1,261.98,20142546
2020-09-30,PFE,35.265,35.514,34.834,34.852,22343279
2020-09-30,BNTX,69.23,69.47,67.0984,67.4,1746815
2020-09-30,MRNA,70.75,75.39,70.16,72.51,15690706
2020-09-29,AMZN,3144.88,3188.26,3132.54,3175.39,3503398
2020-09-29,GOOGL,1466.02,1472.0,1454.0,1463.91,1591112
2020-09-29,FB,261.79,263.33,256.9,257.81,20215504
2020-09-29,PFE,34.756,35.112,34.626,35.006,13359826
2020-09-29,BNTX,66.86,67.1087,65.76,66.6,854092
2020-09-29,MRNA,70.52,71.34,69.5851,70.46,6294318
2020-09-28,AMZN,3174.05,3175.04,3117.1684,3148.85,4224165
2020-09-28,GOOGL,1458.66,1472.99,1446.28,1471.99,1539236
2020-09-28,FB,256.82,259.6,254.8208,259.4,18826254
2020-09-28,PFE,34.967,35.146,34.747,34.747,14854144
2020-09-28,BNTX,66.5,67.8,65.72,66.99,1750004
2020-09-28,MRNA,70.55,71.5,69.1,69.59,7337397
2020-09-25,AMZN,3095.13,3101.54,2999.0,3054.86,4615202
2020-09-25,GOOGL,1439.06,1445.94,1407.68,1425.05,1516677
2020-09-25,FB,254.82,255.75,246.61,249.4,18351311
2020-09-25,PFE,34.641,34.737,34.132,34.15,14184062
2020-09-25,BNTX,66.69,66.8711,61.27,61.27,1670486
2020-09-25,MRNA,69.47,69.73,65.67,65.8865,9190629
2020-09-24,AMZN,3019.79,3069.3,2965.0,2977.79,5529392
2020-09-24,GOOGL,1422.86,1437.99,1402.15,1402.68,1727611
2020-09-24,FB,249.53,252.24,245.62,246.5,20006750
2020-09-24,PFE,34.362,34.631,34.15,34.545,20596237
2020-09-24,BNTX,62.83,63.93,58.81,62.62,2863427
2020-09-24,MRNA,65.17,66.77,63.64,65.5,5565191
2020-09-23,AMZN,2999.86,3126.999,2992.3759,3120.43,5652665
2020-09-23,GOOGL,1409.39,1453.08,1402.68,1452.09,1886299
2020-09-23,FB,249.02,257.9921,248.15,255.26,19641266
2020-09-23,PFE,34.594,34.955,34.559,34.92,22810516
2020-09-23,BNTX,63.83,67.28,63.6861,67.25,1677999
2020-09-23,MRNA,67.16,68.62,65.77,67.865,6919352
