Date,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country
2023-01-03 00:00:00-05:00,36.53444149,36.64059075,35.71419959,35.75279999,1702500,foot locker,FL,footwear,usa
2023-01-04 00:00:00-05:00,8.260000229,8.859999657,7.985000134,8.840000153,9931500,peloton,PTON,fitness,usa
2023-01-04 00:00:00-05:00,298.2399902,311.1400146,295.5100098,309.4100037,9345100,netflix,NFLX,entertainment,usa
2023-01-04 00:00:00-05:00,454.5767003,456.8934497,450.0128405,453.9602356,2097300,costco,COST,retail,usa
2023-01-04 00:00:00-05:00,86.55000305,86.98000336,83.36000061,85.13999939,68885100,amazon,AMZN,e-commerce,usa
2023-01-04 00:00:00-05:00,126.350936,128.1134208,124.5486278,125.8231888,89113600,apple,AAPL,technology,usa
2023-01-04 00:00:00-05:00,118.8279053,121.0764869,118.401963,120.0661087,8550700,nike,NKE,apparel,usa
2023-01-04 00:00:00-05:00,145.1013221,151.0322266,144.5336772,149.4663086,4443300,target,TGT,retail,usa
2023-01-04 00:00:00-05:00,90.34999847,90.65000153,87.26999664,88.08000183,34854800,google,GOOGL,technology,usa
2023-01-04 00:00:00-05:00,83,83.37000275,80.87000275,81.33000183,1842900,spotify,SPOT,music,usa
2023-01-04 00:00:00-05:00,67.62000275,68.01000214,65.87999725,67.65000153,3209600,zoom video communications,ZM,technology,usa
2023-01-04 00:00:00-05:00,90,92.75,89.36000061,91.98000336,14957200,the walt disney company,DIS,entertainment,usa
2023-01-04 00:00:00-05:00,28.59000015,29.04999924,27.76000023,29.04000092,11799100,roblox,RBLX,gaming,usa
2023-01-04 00:00:00-05:00,10.64999962,10.64999962,10.34000015,10.36999989,519600,nintendo,NTDOY,gaming,japan
2023-01-04 00:00:00-05:00,32.88093653,34.39775101,32.87095535,34.31791687,11318800,delta air lines,DAL,aviation,usa
2023-01-04 00:00:00-05:00,230.7057892,231.291787,224.4286291,227.547348,50623400,microsoft,MSFT,technology,usa
2023-01-04 00:00:00-05:00,32.05322723,33.30599339,32.00429175,32.90471649,8497300,southwest airlines,LUV,aviation,usa
2023-01-04 00:00:00-05:00,14.43194281,15.21949787,14.38272044,15.0718317,5367400,american eagle outfitters,AEO,apparel,usa
2023-01-04 00:00:00-05:00,109.1100006,114.5899963,107.5199966,113.6399994,180389000,tesla,TSLA,automotive,usa
2023-01-04 00:00:00-05:00,101.13246,103.1415194,100.994584,102.8756104,8166600,starbucks,SBUX,food & beverage,usa
2023-01-04 00:00:00-05:00,145.6182009,148.4771845,142.3593655,147.437561,43132400,nvidia,NVDA,technology,usa
2023-01-04 00:00:00-05:00,141.2200012,141.8500061,137.6199951,139.5899963,14322600,salesforce / slack,CRM,technology,usa
2023-01-04 00:00:00-05:00,23.38999939,23.62000084,23.34000015,23.48999977,1247300,honda,HMC,automotive,japan
2023-01-04 00:00:00-05:00,77.71400507,78.62655622,77.70419808,78.14575195,3976800,colgate palmolive,CL,consumer goods,usa
2023-01-04 00:00:00-05:00,223.7539063,223.7539063,218.4569684,220.2324829,1394300,hershey company,HSY,food & beverage,usa
2023-01-04 00:00:00-05:00,5.43368029,5.452745817,5.376483708,5.405082226,610300,porsche,POAHY,automotive,germany
2023-01-04 00:00:00-05:00,1386.52002,1388.550049,1364.849976,1376.050049,270100,chipotle,CMG,food,usa
2023-01-04 00:00:00-05:00,82.13481903,82.13481903,82.13481903,82.13481903,0,bmw group,BAMXF,automotive,germany
2023-01-04 00:00:00-05:00,23.15999985,23.79999924,22.70000076,23.78000069,9648300,pinterest,PINS,social media,usa
2023-01-04 00:00:00-05:00,64.44999695,64.88999939,63.29999924,63.65999985,589400,logitech,LOGI,technology,switzerland
2023-01-04 00:00:00-05:00,36.29000092,37.77000046,35.70999908,37.54000092,20072500,shopify,SHOP,e-commerce,canada
2023-01-04 00:00:00-05:00,108.25,110.1299973,107.3000031,108.5299988,1280300,crocs,CROX,footwear,usa
2023-01-04 00:00:00-05:00,65,65.79000092,63.31000137,64.66000366,47477100,amd,AMD,technology,usa
2023-01-04 00:00:00-05:00,62.19562066,62.37290063,61.56528977,61.96909332,13387900,the coca-cola company,KO,food & beverage,usa
2023-01-04 00:00:00-05:00,72.7708309,73.31849952,66.50744034,73.17909241,118600,adidas,ADDYY,apparel,germany
2023-01-04 00:00:00-05:00,146.9963348,150.3605572,146.9963348,148.9554901,2620400,american express,AXP,finance,usa
2023-01-04 00:00:00-05:00,58.89548874,58.89548874,58.89548874,58.89548874,0,puma,PMMAF,apparel,germany
2023-01-04 00:00:00-05:00,208.4112539,211.9706122,208.4112539,211.3840179,6606200,visa,V,finance,usa
2023-01-04 00:00:00-05:00,342.8900146,345.6300049,336.730011,341.4100037,2186800,adobe,ADBE,technology,usa
2023-01-04 00:00:00-05:00,65.79000092,68.12000275,64.77999878,66.30000305,11749500,block,SQ,financial services,usa
2023-01-04 00:00:00-05:00,49.39239872,49.61633385,49.2658254,49.47029114,1802500,unilever,UL,consumer goods,netherlands
2023-01-04 00:00:00-05:00,47.55939785,47.75641351,46.4659645,46.84029388,18339800,cisco,CSCO,technology,usa
2023-01-04 00:00:00-05:00,133.0281018,134.6812806,132.6172514,133.4096069,11687600,jpmorgan chase & co,JPM,finance,usa
2023-01-04 00:00:00-05:00,153.9078334,155.7934662,153.1237961,155.2377014,117500,lvmh,LVMUY,luxury goods,france
2023-01-04 00:00:00-05:00,85.88999939,88.83999634,84.79000092,88.72000122,4817100,airbnb,ABNB,hospitality,usa
2023-01-04 00:00:00-05:00,148.055215,150.0393373,147.916327,148.6702881,1731300,marriott,MAR,hospitality,usa
2023-01-04 00:00:00-05:00,5.860000134,5.900000095,5.78000021,5.869999886,146600,ubisoft,UBSFY,gaming,france
2023-01-04 00:00:00-05:00,28.45999908,28.56999969,27.60000038,27.77000046,8281900,zoominfo,ZI,technology,usa
2023-01-04 00:00:00-05:00,138.2100067,138.3999939,136.6499939,137.1900024,467100,toyota,TM,automotive,japan
2023-01-04 00:00:00-05:00,126.0812452,128.105004,125.7522578,127.4470291,1884100,hilton,HLT,hospitality,usa
2023-01-04 00:00:00-05:00,261.9156436,262.2107479,258.6103564,260.0859375,2584100,mcdonald's,MCD,food,usa
2023-01-04 00:00:00-05:00,314.4750698,315.8854939,309.8814023,313.1625977,3560900,the home depot,HD,retail,usa
2023-01-04 00:00:00-05:00,349.7653398,355.3294905,348.0731877,353.5079346,2661000,mastercard,MA,finance,usa
2023-01-04 00:00:00-05:00,175.0118218,176.2836419,174.6107067,176.2249451,9788800,johnson & johnson,JNJ,healthcare,usa
2023-01-04 00:00:00-05:00,25.72999954,25.96999931,25.31999969,25.90999985,14816000,uber,UBER,technology,usa
2023-01-04 00:00:00-05:00,149.1626065,150.536557,148.4167349,149.3981323,7313400,procter & gamble,PG,consumer goods,usa
2023-01-04 00:00:00-05:00,34.59000015,38.5,34.54000092,37.70000076,17737400,coinbase,COIN,cryptocurrency,usa
2023-01-04 00:00:00-05:00,177.0127196,181.017759,176.9830539,179.4355164,2286000,fedex,FDX,logistics,usa
2023-01-04 00:00:00-05:00,118.1484222,120.0066162,117.5354111,119.8725204,2769700,3m,MMM,manufacturing,usa
2023-01-04 00:00:00-05:00,15.44654116,16.14163485,15.23415096,16.04509544,4796700,nordstrom,JWN,retail,usa
2023-01-04 00:00:00-05:00,16.07999992,16.29000092,16.02000046,16.26000023,2942700,philips,PHG,technology,netherlands
2023-01-04 00:00:00-05:00,36.09054406,37.47047687,35.93614616,37.08448029,2233900,foot locker,FL,footwear,usa
2023-01-05 00:00:00-05:00,8.579999924,8.729999542,8.31000042,8.579999924,7781200,peloton,PTON,fitness,usa
2023-01-05 00:00:00-05:00,307,314.1799927,304.5499878,309.7000122,8328400,netflix,NFLX,entertainment,usa
2023-01-05 00:00:00-05:00,451.9517621,453.8309843,447.0597643,447.6265259,2169300,costco,COST,retail,usa
2023-01-05 00:00:00-05:00,85.33000183,85.41999817,83.06999969,83.12000275,67930800,amazon,AMZN,e-commerce,usa
2023-01-05 00:00:00-05:00,126.5899053,127.2271858,124.2299788,124.4888687,80962700,apple,AAPL,technology,usa
2023-01-05 00:00:00-05:00,119.1448942,121.1854511,118.9467846,119.4816895,6046700,nike,NKE,apparel,usa
2023-01-05 00:00:00-05:00,148.9671825,151.2181692,147.0880749,150.9734955,3266000,target,TGT,retail,usa
2023-01-05 00:00:00-05:00,87.47000122,87.56999969,85.90000153,86.19999695,27194400,google,GOOGL,technology,usa
2023-01-05 00:00:00-05:00,80.61000061,82.61000061,79.13999939,81.58000183,1557100,spotify,SPOT,music,usa
2023-01-05 00:00:00-05:00,66.80000305,67.12000275,64.93000031,65.62000275,2040100,zoom video communications,ZM,technology,usa
2023-01-05 00:00:00-05:00,91.66000366,92.48000336,90.51000214,91.91999817,11622600,the walt disney company,DIS,entertainment,usa
2023-01-05 00:00:00-05:00,28.83499908,30.10000038,28.5,29.97999954,13696500,roblox,RBLX,gaming,usa
2023-01-05 00:00:00-05:00,10.39999962,10.39999962,10.26000023,10.30000019,885900,nintendo,NTDOY,gaming,japan
2023-01-05 00:00:00-05:00,34.61728936,35.49544597,34.4476475,35.15615845,11332500,delta air lines,DAL,aviation,usa
2023-01-05 00:00:00-05:00,225.6602345,226.0078686,220.2570996,220.8033752,39585600,microsoft,MSFT,technology,usa
2023-01-05 00:00:00-05:00,32.54259343,33.12004111,32.54259343,32.81663513,5208000,southwest airlines,LUV,aviation,usa
2023-01-05 00:00:00-05:00,14.66820973,15.00292071,14.48116585,14.55992126,5430600,american eagle outfitters,AEO,apparel,usa
2023-01-05 00:00:00-05:00,110.5100021,111.75,107.1600037,110.3399963,157986300,tesla,TSLA,automotive,usa
2023-01-05 00:00:00-05:00,102.9051569,103.5059054,101.9203243,102.8460693,5575100,starbucks,SBUX,food & beverage,usa
2023-01-05 00:00:00-05:00,144.8584644,145.5882005,141.4296764,142.5992584,38916800,nvidia,NVDA,technology,usa
2023-01-05 00:00:00-05:00,137.6399994,138.5899963,134.2400055,136.3399963,8493500,salesforce / slack,CRM,technology,usa
2023-01-05 00:00:00-05:00,23.12000084,23.38999939,22.96999931,23.27000046,1490800,honda,HMC,automotive,japan
2023-01-05 00:00:00-05:00,78.02799951,78.31255927,76.96826874,77.06639099,2295600,colgate palmolive,CL,consumer goods,usa
2023-01-05 00:00:00-05:00,220.4790755,221.2977854,218.8317972,220.0450592,939300,hershey company,HSY,food & beverage,usa
2023-01-05 00:00:00-05:00,5.462279054,5.462279054,5.395549478,5.433680534,181000,porsche,POAHY,automotive,germany
2023-01-05 00:00:00-05:00,1364.660034,1373.52002,1344.050049,1364.160034,258400,chipotle,CMG,food,usa
2023-01-05 00:00:00-05:00,82.13481903,82.13481903,82.13481903,82.13481903,300,bmw group,BAMXF,automotive,germany
2023-01-05 00:00:00-05:00,23.65999985,23.77000046,23.09000015,23.59000015,7898900,pinterest,PINS,social media,usa
2023-01-05 00:00:00-05:00,63.65999985,64.09999847,63.20000076,64.05000305,422100,logitech,LOGI,technology,switzerland
2023-01-05 00:00:00-05:00,36.54999924,36.79000092,35.36000061,35.95000076,16462100,shopify,SHOP,e-commerce,canada
2023-01-05 00:00:00-05:00,107.1699982,110.4899979,104.4499969,109.9499969,1076200,crocs,CROX,footwear,usa
2023-01-05 00:00:00-05:00,64.15000153,64.34999847,62.29999924,62.33000183,46159500,amd,AMD,technology,usa
2023-01-05 00:00:00-05:00,61.65393184,61.85091001,61.14179385,61.25997925,9814700,the coca-cola company,KO,food & beverage,usa
2023-01-05 00:00:00-05:00,73.10938689,73.34837702,72.42231118,72.68120575,72200,adidas,ADDYY,apparel,germany
2023-01-05 00:00:00-05:00,146.1157917,147.6647199,144.9838815,145.3909607,2505700,american express,AXP,finance,usa
2023-01-05 00:00:00-05:00,61.89034271,61.89034271,61.89034271,61.89034271,100,puma,PMMAF,apparel,germany
2023-01-05 00:00:00-05:00,212.5671452,212.9250699,209.2464087,209.8926544,5246000,visa,V,finance,usa
2023-01-05 00:00:00-05:00,337.5299988,337.5499878,328.1600037,328.4400024,2081600,adobe,ADBE,technology,usa
2023-01-05 00:00:00-05:00,64.84999847,65.55999756,63.01900101,64.70999908,11336200,block,SQ,financial services,usa
2023-01-05 00:00:00-05:00,49.00294496,49.15872608,48.68164433,48.75953674,1594800,unilever,UL,consumer goods,netherlands
2023-01-05 00:00:00-05:00,46.78119395,46.78119395,46.0620862,46.18029785,17372100,cisco,CSCO,technology,usa
2023-01-05 00:00:00-05:00,133.6855211,133.7347963,131.7540415,133.3800354,8381300,jpmorgan chase & co,JPM,finance,usa
2023-01-05 00:00:00-05:00,152.6176512,153.3619824,151.784004,152.3199158,101100,lvmh,LVMUY,luxury goods,france
2023-01-05 00:00:00-05:00,88.48000336,88.5,86.75,87.70999908,3419000,airbnb,ABNB,hospitality,usa
2023-01-05 00:00:00-05:00,147.8270473,148.8984753,146.785395,147.6980896,1542300,marriott,MAR,hospitality,usa
2023-01-05 00:00:00-05:00,5.710000038,5.710000038,5.619999886,5.630000114,44100,ubisoft,UBSFY,gaming,france
2023-01-05 00:00:00-05:00,27.46999931,27.46999931,25.38999939,25.93000031,8553500,zoominfo,ZI,technology,usa
2023-01-05 00:00:00-05:00,135.7200012,136.2400055,134.6699982,135.5200043,178400,toyota,TM,automotive,japan
2023-01-05 00:00:00-05:00,126.7392132,127.9255654,125.8519496,126.4501038,1265200,hilton,HLT,hospitality,usa
2023-01-05 00:00:00-05:00,260.4499225,260.4499225,257.1249414,257.8922424,1945600,mcdonald's,MCD,food,usa
2023-01-05 00:00:00-05:00,311.3015918,311.5464567,306.7961021,308.9900818,2935100,the home depot,HD,retail,usa
2023-01-05 00:00:00-05:00,354.4734482,355.9067927,349.6458665,350.1435547,2608500,mastercard,MA,finance,usa
2023-01-05 00:00:00-05:00,175.1389989,176.0879713,174.5422226,174.9237671,6255300,johnson & johnson,JNJ,healthcare,usa
2023-01-05 00:00:00-05:00,25.72999954,26.01000023,25.54999924,25.54999924,9942000,uber,UBER,technology,usa
2023-01-05 00:00:00-05:00,149.378528,149.6434946,147.3372193,147.5433044,5373800,procter & gamble,PG,consumer goods,usa
2023-01-05 00:00:00-05:00,34.70999908,35.25999832,32.75,33.52999878,16934500,coinbase,COIN,cryptocurrency,usa
2023-01-05 00:00:00-05:00,177.6554867,179.8607397,176.360033,179.267395,2441600,fedex,FDX,logistics,usa
2023-01-05 00:00:00-05:00,118.9721603,119.31698,117.2959564,117.7748718,2606600,3m,MMM,manufacturing,usa
2023-01-05 00:00:00-05:00,15.45619547,16.10301946,15.2920759,16.04509544,4843100,nordstrom,JWN,retail,usa
2023-01-05 00:00:00-05:00,16.09000015,16.13999939,15.98999977,16.03000069,2114100,philips,PHG,technology,netherlands
2023-01-05 00:00:00-05:00,36.40898726,37.16167653,35.70454665,36.87218094,1896700,foot locker,FL,footwear,usa
2023-01-06 00:00:00-05:00,8.56000042,9.024999619,8.31000042,8.920000076,9836800,peloton,PTON,fitness,usa
2023-01-06 00:00:00-05:00,311.5700073,316.769989,303.6900024,315.5499878,8959800,netflix,NFLX,entertainment,usa
2023-01-06 00:00:00-05:00,460.4431027,481.6616145,459.5880143,480.1204224,5174500,costco,COST,retail,usa
2023-01-06 00:00:00-05:00,83.02999878,86.40000153,81.43000031,86.08000183,83303400,amazon,AMZN,e-commerce,usa
2023-01-06 00:00:00-05:00,125.4746791,129.7364878,124.3594345,129.0693359,87754700,apple,AAPL,technology,usa
2023-01-06 00:00:00-05:00,120.848652,124.1769433,120.6208192,123.3547745,10080700,nike,NKE,apparel,usa
2023-01-06 00:00:00-05:00,154.2912539,157.6286073,153.5376696,156.7379913,4944200,target,TGT,retail,usa
2023-01-06 00:00:00-05:00,86.79000092,87.69000244,84.86000061,87.33999634,41381500,google,GOOGL,technology,usa
2023-01-06 00:00:00-05:00,82.65000153,84.25,79.84999847,83.54000092,1185100,spotify,SPOT,music,usa
2023-01-06 00:00:00-05:00,65.97000122,69.90000153,65.59999847,69.51000214,4079800,zoom video communications,ZM,technology,usa
2023-01-06 00:00:00-05:00,92.66000366,94.69000244,91.31999969,93.91999817,9828100,the walt disney company,DIS,entertainment,usa
2023-01-06 00:00:00-05:00,30.20999908,30.6760006,28.77499962,28.87999916,14444400,roblox,RBLX,gaming,usa
2023-01-06 00:00:00-05:00,10.21000004,10.46000004,10.19999981,10.42000008,1571900,nintendo,NTDOY,gaming,japan
2023-01-06 00:00:00-05:00,35.11623972,35.99439629,35.02642821,35.95447922,11110400,delta air lines,DAL,aviation,usa
2023-01-06 00:00:00-05:00,221.4887114,224.2300012,217.8634538,223.4056244,43613600,microsoft,MSFT,technology,usa
2023-01-06 00:00:00-05:00,32.2979112,34.38259561,32.13152982,34.33366013,10662800,southwest airlines,LUV,aviation,usa
2023-01-06 00:00:00-05:00,14.7174307,15.08167469,14.56976454,14.76665306,3561500,american eagle outfitters,AEO,apparel,usa
2023-01-06 00:00:00-05:00,103,114.3899994,101.8099976,113.0599976,220911100,tesla,TSLA,automotive,usa
2023-01-06 00:00:00-05:00,103.7816493,105.3770807,103.417266,105.071785,9644100,starbucks,SBUX,food & beverage,usa
2023-01-06 00:00:00-05:00,144.6885334,150.0466279,140.290089,148.5371552,40504400,nvidia,NVDA,technology,usa
2023-01-06 00:00:00-05:00,137.5800018,141.6499939,135.5500031,140.5099945,9145700,salesforce / slack,CRM,technology,usa
2023-01-06 00:00:00-05:00,23.42000008,24.04000092,23.36000061,23.95999908,1016700,honda,HMC,automotive,japan
2023-01-06 00:00:00-05:00,77.91025821,78.95036755,77.68457029,78.47937775,2274500,colgate palmolive,CL,consumer goods,usa
2023-01-06 00:00:00-05:00,219.9464047,223.6059376,219.9464047,222.5800781,945800,hershey company,HSY,food & beverage,usa
2023-01-06 00:00:00-05:00,5.433680153,5.557606305,5.40508209,5.548073769,212600,porsche,POAHY,automotive,germany
2023-01-06 00:00:00-05:00,1372.109985,1406.839966,1365.119995,1402.060059,284800,chipotle,CMG,food,usa
2023-01-06 00:00:00-05:00,87.38924109,88.03451746,87.38924109,87.48142242,800,bmw group,BAMXF,automotive,germany
2023-01-06 00:00:00-05:00,23.68000031,24.54000092,23.26000023,24.45999908,7352400,pinterest,PINS,social media,usa
2023-01-06 00:00:00-05:00,65.02999878,66.15000153,64.45999908,66,768300,logitech,LOGI,technology,switzerland
2023-01-06 00:00:00-05:00,36.11000061,37.25,34.97000122,36.84999847,15951900,shopify,SHOP,e-commerce,canada
2023-01-06 00:00:00-05:00,110.3700027,115.9899979,109.8399963,111.1100006,1810800,crocs,CROX,footwear,usa
2023-01-06 00:00:00-05:00,63.15000153,64.30000305,60.04999924,63.95999908,70161300,amd,AMD,technology,usa
2023-01-06 00:00:00-05:00,61.95924481,62.70775733,61.63423404,62.44184113,9990000,the coca-cola company,KO,food & beverage,usa
2023-01-06 00:00:00-05:00,72.42230798,75.07105049,72.14348618,75.01130676,85800,adidas,ADDYY,apparel,germany
2023-01-06 00:00:00-05:00,146.6916661,149.3625655,144.447693,149.1044159,3077400,american express,AXP,finance,usa
2023-01-06 00:00:00-05:00,64.20767212,64.20767212,64.20767212,64.20767212,100,puma,PMMAF,apparel,germany
2023-01-06 00:00:00-05:00,212.7660084,216.8821353,211.8612522,216.4943848,6829700,visa,V,finance,usa
2023-01-06 00:00:00-05:00,332.2799988,334.8800049,322.4400024,332.75,2216600,adobe,ADBE,technology,usa
2023-01-06 00:00:00-05:00,65.27999878,69.5,63.36000061,68.98999786,15529600,block,SQ,financial services,usa
2023-01-06 00:00:00-05:00,48.70111972,49.49949842,48.69138131,49.46055222,1648900,unilever,UL,consumer goods,netherlands
2023-01-06 00:00:00-05:00,46.75163597,47.86477123,46.57432225,47.59880066,20823000,cisco,CSCO,technology,usa
2023-01-06 00:00:00-05:00,134.1486887,136.3659409,132.5325589,135.9323425,10029100,jpmorgan chase & co,JPM,finance,usa
2023-01-06 00:00:00-05:00,154.185724,158.4036007,153.3322236,157.8974609,241300,lvmh,LVMUY,luxury goods,france
2023-01-06 00:00:00-05:00,88.51999664,88.73999786,85.70999908,88.51999664,4348400,airbnb,ABNB,hospitality,usa
2023-01-06 00:00:00-05:00,149.3449031,152.6881601,148.8389573,152.1623688,1589000,marriott,MAR,hospitality,usa
2023-01-06 00:00:00-05:00,5.429999828,5.480000019,5.320000172,5.480000019,44300,ubisoft,UBSFY,gaming,france
